episode_id,employee_id,message_id,thread_id,arrival_min,subject,body,archetype,gold_priority,gold_reply_type,gold_project_code,gold_required_key,gold_required_value,needs_memory,is_anchor_message,n_threads
ep-00000,emp-003,ep-00000-m-0101,ep-00000-th-044,197.386,[URGENT] Re: Contract signature,Follow-up for project H218. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-12-04; please handle today. Sharing in case useful.,deadline_request,P0,ANSWER,H218,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0102,ep-00000-th-033,200.207,Re: Owner clarification,"Follow-up on project C698. Question: who owns the next action here, and what is the expected timeline? Thanks.",information_request,P1,REQUEST_INFO,C698,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0103,ep-00000-th-012,200.775,Re: Quick action needed,Quick follow-up. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week and confirm once done. Thanks.,direct_request,P1,ANSWER,M733,project_code,M733,1,0,50
ep-00000,emp-003,ep-00000-m-0104,ep-00000-th-033,202.096,Re: Owner clarification,"Follow-up on project C698. Question: who owns the next action here, and what is the expected timeline? Looping you in for visibility.",information_request,P1,REQUEST_INFO,C698,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0105,ep-00000-th-033,202.62,Re: Owner clarification,"Follow-up on project C698. Question: who owns the next action here, and what is the expected timeline? Sharing in case useful.",information_request,P1,REQUEST_INFO,C698,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0106,ep-00000-th-012,206.104,Re: Quick action needed,Quick follow-up. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week and confirm once done. Noted for reference.,direct_request,P1,ANSWER,M733,project_code,M733,1,0,50
ep-00000,emp-003,ep-00000-m-0107,ep-00000-th-012,207.112,Re: Quick action needed,Follow-up for project M733. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week. Thanks.,direct_request,P1,ANSWER,M733,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0108,ep-00000-th-012,208.656,Re: Quick action needed,Quick follow-up. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week and confirm once done. Looping you in for visibility.,direct_request,P1,ANSWER,M733,project_code,M733,1,0,50
ep-00000,emp-003,ep-00000-m-0109,ep-00000-th-012,208.742,Re: Quick action needed,Quick follow-up. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week and confirm once done. Noted for reference.,direct_request,P1,ANSWER,M733,project_code,M733,1,0,50
ep-00000,emp-003,ep-00000-m-0110,ep-00000-th-027,209.554,Re: Quick action needed,Quick follow-up. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week and confirm once done. Sharing in case useful.,direct_request,P1,ANSWER,B269,project_code,B269,1,0,50
ep-00000,emp-003,ep-00000-m-0111,ep-00000-th-043,217.649,Re: FYI update,FYI update on project Z548. FYI: we made progress and will follow up with a fuller update later. Looping you in for visibility.,informational_update,P2,ACK,Z548,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0112,ep-00000-th-011,217.75,Re: Send requested data,Quick follow-up. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week and confirm once done. Best.,direct_request,P1,ANSWER,D848,project_code,D848,1,0,50
ep-00000,emp-003,ep-00000-m-0113,ep-00000-th-011,218.682,Re: Send requested data,Follow-up for project D848. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week. Regards.,direct_request,P1,ANSWER,D848,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0114,ep-00000-th-023,221.471,Re: Decision recommendation,Follow-up for project S809. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please reply this week. Sharing in case useful.,request_with_question,P1,ANSWER,S809,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0115,ep-00000-th-023,228.439,Re: Decision recommendation,Quick follow-up. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Can you share your recommendation this week? Looping you in for visibility.,request_with_question,P1,ANSWER,S809,project_code,S809,1,0,50
ep-00000,emp-003,ep-00000-m-0116,ep-00000-th-011,230.199,Re: Send requested data,Follow-up for project D848. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week. Noted for reference.,direct_request,P1,ANSWER,D848,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0117,ep-00000-th-011,230.442,Re: Send requested data,Follow-up for project D848. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week. Regards.,direct_request,P1,ANSWER,D848,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0118,ep-00000-th-008,233.59,[URGENT] Re: Blocking incident,Follow-up for project B522. A blocking issue is preventing progress; need a go/no-go decision on the fallback option. Need action by 2001-06-04; please handle this week. Noted for reference.,deadline_request,P0,ANSWER,B522,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0119,ep-00000-th-040,245.865,Re: FYI update,FYI update on project T771. FYI: we made progress and will follow up with a fuller update later. Regards.,informational_update,P2,ACK,T771,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0120,ep-00000-th-040,246.689,Re: FYI update,FYI update on project T771. FYI: we made progress and will follow up with a fuller update later. Looping you in for visibility.,informational_update,P2,ACK,T771,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0121,ep-00000-th-039,246.739,[URGENT] Re: Board deck numbers,Follow-up for project N522. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-10-10; please handle today. Noted for reference.,deadline_request,P0,ANSWER,N522,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0122,ep-00000-th-039,246.87,Re: Board deck numbers,Quick follow-up on the prior thread. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Please handle this today. Deadline is tight; treat as urgent. Regards.,deadline_request,P0,ANSWER,N522,project_code,N522,1,0,50
ep-00000,emp-003,ep-00000-m-0123,ep-00000-th-003,247.949,Re: Owner clarification,"Quick follow-up. Question: who owns the next action here, and what is the expected timeline? Looping you in for visibility.",information_request,P1,REQUEST_INFO,L549,project_code,L549,1,0,50
ep-00000,emp-003,ep-00000-m-0124,ep-00000-th-003,249.103,Re: Owner clarification,"Follow-up on project L549. Question: who owns the next action here, and what is the expected timeline? Regards.",information_request,P1,REQUEST_INFO,L549,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0125,ep-00000-th-003,249.368,Re: Owner clarification,"Quick follow-up. Question: who owns the next action here, and what is the expected timeline? Regards.",information_request,P1,REQUEST_INFO,L549,project_code,L549,1,0,50
ep-00000,emp-003,ep-00000-m-0126,ep-00000-th-003,251.049,Re: Owner clarification,"Follow-up on project L549. Question: who owns the next action here, and what is the expected timeline? Best.",information_request,P1,REQUEST_INFO,L549,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0127,ep-00000-th-003,252.458,Re: Owner clarification,"Follow-up on project L549. Question: who owns the next action here, and what is the expected timeline? Noted for reference.",information_request,P1,REQUEST_INFO,L549,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0128,ep-00000-th-003,253.857,Re: Owner clarification,"Follow-up on project L549. Question: who owns the next action here, and what is the expected timeline? Looping you in for visibility.",information_request,P1,REQUEST_INFO,L549,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0129,ep-00000-th-003,258.9,Re: Owner clarification,"Quick follow-up. Question: who owns the next action here, and what is the expected timeline? Regards.",information_request,P1,REQUEST_INFO,L549,project_code,L549,1,0,50
ep-00000,emp-003,ep-00000-m-0130,ep-00000-th-003,260.503,Re: Owner clarification,"Quick follow-up. Question: who owns the next action here, and what is the expected timeline? Sharing in case useful.",information_request,P1,REQUEST_INFO,L549,project_code,L549,1,0,50
ep-00000,emp-003,ep-00000-m-0131,ep-00000-th-003,260.911,Re: Owner clarification,"Quick follow-up. Question: who owns the next action here, and what is the expected timeline? Sharing in case useful.",information_request,P1,REQUEST_INFO,L549,project_code,L549,1,0,50
ep-00000,emp-003,ep-00000-m-0132,ep-00000-th-003,266.955,Re: Owner clarification,"Follow-up on project L549. Question: who owns the next action here, and what is the expected timeline? Regards.",information_request,P1,REQUEST_INFO,L549,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0133,ep-00000-th-003,267.123,Re: Owner clarification,"Follow-up on project L549. Question: who owns the next action here, and what is the expected timeline? Regards.",information_request,P1,REQUEST_INFO,L549,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0134,ep-00000-th-043,271.918,Re: FYI update,FYI update on project Z548. FYI: we made progress and will follow up with a fuller update later. Regards.,informational_update,P2,ACK,Z548,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0135,ep-00000-th-013,276.734,Re: Review and respond,Quick follow-up. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week and confirm once done. Sharing in case useful.,direct_request,P1,ANSWER,D320,project_code,D320,1,0,50
ep-00000,emp-003,ep-00000-m-0136,ep-00000-th-050,278.377,Re: Schedule change,FYI update on project T823. FYI: timeline shifted; we will adjust and confirm the new plan. Thanks.,informational_update,P2,ACK,T823,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0137,ep-00000-th-050,278.532,Re: Schedule change,FYI update on project T823. FYI: timeline shifted; we will adjust and confirm the new plan. Noted for reference.,informational_update,P2,ACK,T823,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0138,ep-00000-th-050,286.468,Re: Schedule change,FYI update on project T823. FYI: timeline shifted; we will adjust and confirm the new plan. Looping you in for visibility.,informational_update,P2,ACK,T823,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0139,ep-00000-th-009,286.6,[URGENT] Re: Board deck numbers,Follow-up for project F945. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-10-18; please handle this week. Looping you in for visibility.,deadline_request,P0,ANSWER,F945,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0140,ep-00000-th-016,286.884,Re: Schedule change,FYI update on project A310. FYI: timeline shifted; we will adjust and confirm the new plan. Thanks.,informational_update,P2,ACK,A310,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0141,ep-00000-th-016,286.969,Re: Schedule change,FYI update on project A310. FYI: timeline shifted; we will adjust and confirm the new plan. Regards.,informational_update,P2,ACK,A310,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0142,ep-00000-th-020,290.659,Re: Review and respond,Follow-up for project M501. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week. Thanks.,direct_request,P1,ANSWER,M501,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0143,ep-00000-th-010,294.102,Re: Review and respond,Quick follow-up. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week and confirm once done. Regards.,direct_request,P1,ANSWER,L823,project_code,L823,1,0,50
ep-00000,emp-003,ep-00000-m-0144,ep-00000-th-049,296.693,Re: Risk assessment,Quick follow-up. Can you assess the main risks and propose mitigations before we commit? Can you share your recommendation this week? Sharing in case useful.,request_with_question,P1,ANSWER,D773,project_code,D773,1,0,50
ep-00000,emp-003,ep-00000-m-0145,ep-00000-th-042,305.299,Re: Status check,"Follow-up on project S886. Question: what is the current status, and what is the next step? Regards.",information_request,P1,REQUEST_INFO,S886,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0146,ep-00000-th-027,308.139,Re: Quick action needed,Follow-up for project B269. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week. Looping you in for visibility.,direct_request,P1,ANSWER,B269,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0147,ep-00000-th-027,310.961,Re: Quick action needed,Quick follow-up. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week and confirm once done. Sharing in case useful.,direct_request,P1,ANSWER,B269,project_code,B269,1,0,50
ep-00000,emp-003,ep-00000-m-0148,ep-00000-th-027,313.657,Re: Quick action needed,Quick follow-up. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week and confirm once done. Noted for reference.,direct_request,P1,ANSWER,B269,project_code,B269,1,0,50
ep-00000,emp-003,ep-00000-m-0149,ep-00000-th-024,317.392,Re: Review and respond,Follow-up for project D509. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week. Thanks.,direct_request,P1,ANSWER,D509,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0150,ep-00000-th-013,321.872,Re: Review and respond,Follow-up for project D320. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week. Regards.,direct_request,P1,ANSWER,D320,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0151,ep-00000-th-013,323.52,Re: Review and respond,Follow-up for project D320. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week. Best.,direct_request,P1,ANSWER,D320,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0152,ep-00000-th-026,324.83,[URGENT] Re: Contract signature,Follow-up for project D625. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-08-03; please handle today. Best.,deadline_request,P0,ANSWER,D625,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0153,ep-00000-th-026,325.827,Re: Contract signature,Quick follow-up on the prior thread. Need sign-off on the final contract terms so we can execute before the deadline. Please handle this today. Deadline is tight; treat as urgent. Thanks.,deadline_request,P0,ANSWER,D625,project_code,D625,1,0,50
ep-00000,emp-003,ep-00000-m-0154,ep-00000-th-026,328.458,[URGENT] Re: Contract signature,Follow-up for project D625. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-08-03; please handle today. Looping you in for visibility.,deadline_request,P0,ANSWER,D625,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0155,ep-00000-th-036,329.968,Re: Contract signature,Quick follow-up on the prior thread. Need sign-off on the final contract terms so we can execute before the deadline. Please handle this this week. Deadline is tight; treat as soon. Noted for reference.,deadline_request,P0,ANSWER,Z385,project_code,Z385,1,0,50
ep-00000,emp-003,ep-00000-m-0156,ep-00000-th-030,330.202,Re: Review and respond,Quick follow-up. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week and confirm once done. Thanks.,direct_request,P1,ANSWER,H537,project_code,H537,1,0,50
ep-00000,emp-003,ep-00000-m-0157,ep-00000-th-010,332.208,Re: Review and respond,Follow-up for project L823. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week. Thanks.,direct_request,P1,ANSWER,L823,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0158,ep-00000-th-017,332.941,Re: Board deck numbers,Quick follow-up on the prior thread. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Please handle this this week. Deadline is tight; treat as soon. Best.,deadline_request,P0,ANSWER,R213,project_code,R213,1,0,50
ep-00000,emp-003,ep-00000-m-0159,ep-00000-th-014,333.75,Re: Send requested data,Quick follow-up. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week and confirm once done. Best.,direct_request,P1,ANSWER,C787,project_code,C787,1,0,50
ep-00000,emp-003,ep-00000-m-0160,ep-00000-th-013,335.986,Re: Review and respond,Quick follow-up. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week and confirm once done. Looping you in for visibility.,direct_request,P1,ANSWER,D320,project_code,D320,1,0,50
ep-00000,emp-003,ep-00000-m-0161,ep-00000-th-025,336.074,[URGENT] Re: Board deck numbers,Follow-up for project E516. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-10-14; please handle today. Regards.,deadline_request,P0,ANSWER,E516,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0162,ep-00000-th-025,336.292,[URGENT] Re: Board deck numbers,Follow-up for project E516. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-10-14; please handle today. Sharing in case useful.,deadline_request,P0,ANSWER,E516,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0163,ep-00000-th-021,336.423,Re: Scope tradeoff,"Quick follow-up. If we need to cut scope, what would you remove first? Please recommend a minimal viable plan. Can you share your recommendation this week? Noted for reference.",request_with_question,P1,ANSWER,J962,project_code,J962,1,0,50
ep-00000,emp-003,ep-00000-m-0164,ep-00000-th-027,338.541,Re: Quick action needed,Quick follow-up. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week and confirm once done. Looping you in for visibility.,direct_request,P1,ANSWER,B269,project_code,B269,1,0,50
ep-00000,emp-003,ep-00000-m-0165,ep-00000-th-002,339.559,Re: Heads up,FYI update on project N977. FYI: there is a minor change; no action needed from you right now. Looping you in for visibility.,informational_update,P2,ACK,N977,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0166,ep-00000-th-002,339.918,Re: Heads up,FYI update on project N977. FYI: there is a minor change; no action needed from you right now. Regards.,informational_update,P2,ACK,N977,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0167,ep-00000-th-045,340.123,Re: Blocking details,"Quick follow-up. Question: what is blocked right now, and what do you need from me to unblock it? Noted for reference.",information_request,P1,REQUEST_INFO,S474,project_code,S474,1,0,50
ep-00000,emp-003,ep-00000-m-0168,ep-00000-th-009,342.001,[URGENT] Re: Board deck numbers,Follow-up for project F945. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-10-18; please handle this week. Thanks.,deadline_request,P0,ANSWER,F945,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0169,ep-00000-th-009,342.868,Re: Board deck numbers,Quick follow-up on the prior thread. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Please handle this this week. Deadline is tight; treat as soon. Sharing in case useful.,deadline_request,P0,ANSWER,F945,project_code,F945,1,0,50
ep-00000,emp-003,ep-00000-m-0170,ep-00000-th-001,344.603,Re: Heads up,FYI update on project U688. FYI: there is a minor change; no action needed from you right now. Looping you in for visibility.,informational_update,P2,ACK,U688,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0171,ep-00000-th-020,345.587,Re: Review and respond,Follow-up for project M501. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week. Noted for reference.,direct_request,P1,ANSWER,M501,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0172,ep-00000-th-020,345.754,Re: Review and respond,Quick follow-up. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week and confirm once done. Best.,direct_request,P1,ANSWER,M501,project_code,M501,1,0,50
ep-00000,emp-003,ep-00000-m-0173,ep-00000-th-028,347.883,[URGENT] Re: Board deck numbers,Follow-up for project U253. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-12-17; please handle today. Thanks.,deadline_request,P0,ANSWER,U253,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0174,ep-00000-th-017,349.79,[URGENT] Re: Board deck numbers,Follow-up for project R213. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-10-28; please handle this week. Noted for reference.,deadline_request,P0,ANSWER,R213,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0175,ep-00000-th-010,349.868,Re: Review and respond,Follow-up for project L823. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week. Sharing in case useful.,direct_request,P1,ANSWER,L823,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0176,ep-00000-th-008,353.27,[URGENT] Re: Blocking incident,Follow-up for project B522. A blocking issue is preventing progress; need a go/no-go decision on the fallback option. Need action by 2001-06-04; please handle this week. Noted for reference.,deadline_request,P0,ANSWER,B522,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0177,ep-00000-th-032,353.284,Re: Quick action needed,Follow-up for project J842. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week. Noted for reference.,direct_request,P1,ANSWER,J842,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0178,ep-00000-th-032,353.392,Re: Quick action needed,Quick follow-up. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week and confirm once done. Best.,direct_request,P1,ANSWER,J842,project_code,J842,1,0,50
ep-00000,emp-003,ep-00000-m-0179,ep-00000-th-025,354.559,[URGENT] Re: Board deck numbers,Follow-up for project E516. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-10-14; please handle today. Best.,deadline_request,P0,ANSWER,E516,none,,0,0,50
ep-00001,emp-018,ep-00001-m-0000,ep-00001-th-001,2.744,Risk assessment | L372,Thread anchor. Project L372. Owner Jamie Shah. Due 2001-08-03. Can you assess the main risks and propose mitigations before we commit? Please take a look and reply with your recommendation. Thanks.,request_with_question,P1,ANSWER,L372,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0001,ep-00001-th-002,2.857,Owner clarification | N408,"Thread anchor. Project N408. Owner Casey Patel. Due 2001-02-19. Question: who owns the next action here, and what is the expected timeline? Best.",information_request,P1,REQUEST_INFO,N408,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0002,ep-00001-th-003,4.161,Notes for reference | B988,Thread anchor. Project B988. Owner Morgan Kim. Due 2001-11-21. Sharing notes and context for reference. No response needed unless questions. Best.,document_delivery,P2,ACK,B988,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0003,ep-00001-th-004,14.257,Scope tradeoff | L577,"Thread anchor. Project L577. Owner Riley Shah. Due 2001-03-09. If we need to cut scope, what would you remove first? Please recommend a minimal viable plan. Please take a look and reply with your recommendation. Best.",request_with_question,P1,ANSWER,L577,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0004,ep-00001-th-005,14.555,Review and respond | J760,Thread anchor. Project J760. Owner Riley Garcia. Due 2001-05-26. Please review the latest draft and reply with any edits or approval to proceed. Please handle this this week. Regards.,direct_request,P1,ANSWER,J760,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0005,ep-00001-th-006,14.763,Review and respond | P557,Thread anchor. Project P557. Owner Riley Khan. Due 2001-04-12. Please review the latest draft and reply with any edits or approval to proceed. Please handle this this week. Best.,direct_request,P1,ANSWER,P557,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0006,ep-00001-th-007,17.333,FYI update | I726,Thread anchor. Project I726. Owner Morgan Chen. Due 2001-06-08. FYI: we made progress and will follow up with a fuller update later. Noted for reference.,informational_update,P2,ACK,I726,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0007,ep-00001-th-008,20.662,Heads up | I700,Thread anchor. Project I700. Owner Jordan Shah. Due 2001-09-19. FYI: there is a minor change; no action needed from you right now. Looping you in for visibility.,informational_update,P2,ACK,I700,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0008,ep-00001-th-009,25.685,Heads up | I823,Thread anchor. Project I823. Owner Jordan Patel. Due 2001-10-27. FYI: there is a minor change; no action needed from you right now. Noted for reference.,informational_update,P2,ACK,I823,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0009,ep-00001-th-010,27.486,FYI update | X700,Thread anchor. Project X700. Owner Jordan Patel. Due 2001-11-08. FYI: we made progress and will follow up with a fuller update later. Sharing in case useful.,informational_update,P2,ACK,X700,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0010,ep-00001-th-011,28.323,[URGENT] Approval needed | H352,Thread anchor. Project H352. Owner Jamie Khan. Due 2001-11-21. Need your approval on the revised plan so we can proceed without slipping the due date. Need action by 2001-11-21. This is soon. Looping you in for visibility.,deadline_request,P0,ANSWER,H352,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0011,ep-00001-th-012,28.753,Quick action needed | T956,Thread anchor. Project T956. Owner Casey Shah. Due 2001-09-08. Please take the requested action and confirm once done (or tell me what is blocked). Please handle this this week. Regards.,direct_request,P1,ANSWER,T956,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0012,ep-00001-th-013,29.033,Heads up | I745,Thread anchor. Project I745. Owner Avery Brown. Due 2001-05-13. FYI: there is a minor change; no action needed from you right now. Sharing in case useful.,informational_update,P2,ACK,I745,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0013,ep-00001-th-014,29.517,[URGENT] Approval needed | O459,Thread anchor. Project O459. Owner Riley Clark. Due 2001-12-18. Need your approval on the revised plan so we can proceed without slipping the due date. Need action by 2001-12-18. This is soon. Regards.,deadline_request,P0,ANSWER,O459,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0014,ep-00001-th-015,32.803,Review and respond | Y394,Thread anchor. Project Y394. Owner Taylor Clark. Due 2001-07-20. Please review the latest draft and reply with any edits or approval to proceed. Please handle this this week. Regards.,direct_request,P1,ANSWER,Y394,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0015,ep-00001-th-016,33.357,Decision recommendation | V400,Thread anchor. Project V400. Owner Cameron Kim. Due 2001-05-26. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please take a look and reply with your recommendation. Looping you in for visibility.,request_with_question,P1,ANSWER,V400,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0016,ep-00001-th-017,34.836,Blocking details | V941,"Thread anchor. Project V941. Owner Avery Lee. Due 2001-09-28. Question: what is blocked right now, and what do you need from me to unblock it? Best.",information_request,P1,REQUEST_INFO,V941,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0017,ep-00001-th-018,35.553,Review and respond | C532,Thread anchor. Project C532. Owner Jamie Chen. Due 2001-09-07. Please review the latest draft and reply with any edits or approval to proceed. Please handle this this week. Looping you in for visibility.,direct_request,P1,ANSWER,C532,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0018,ep-00001-th-019,37.289,Schedule change | H374,Thread anchor. Project H374. Owner Sam Chen. Due 2001-08-11. FYI: timeline shifted; we will adjust and confirm the new plan. Best.,informational_update,P2,ACK,H374,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0019,ep-00001-th-020,43.469,FYI update | R833,Thread anchor. Project R833. Owner Sam Clark. Due 2001-07-05. FYI: we made progress and will follow up with a fuller update later. Regards.,informational_update,P2,ACK,R833,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0020,ep-00001-th-021,45.812,Status check | I508,"Thread anchor. Project I508. Owner Riley Patel. Due 2001-11-07. Question: what is the current status, and what is the next step? Noted for reference.",information_request,P1,REQUEST_INFO,I508,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0021,ep-00001-th-022,46.745,Heads up | P204,Thread anchor. Project P204. Owner Jordan Garcia. Due 2001-06-28. FYI: there is a minor change; no action needed from you right now. Noted for reference.,informational_update,P2,ACK,P204,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0022,ep-00001-th-023,47.672,Notes for reference | E123,Thread anchor. Project E123. Owner Morgan Chen. Due 2001-08-25. Sharing notes and context for reference. No response needed unless questions. Thanks.,document_delivery,P2,ACK,E123,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0023,ep-00001-th-024,51.732,Schedule change | Q162,Thread anchor. Project Q162. Owner Avery Patel. Due 2001-08-23. FYI: timeline shifted; we will adjust and confirm the new plan. Looping you in for visibility.,informational_update,P2,ACK,Q162,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0024,ep-00001-th-025,53.187,Heads up | X301,Thread anchor. Project X301. Owner Jamie Chen. Due 2001-02-20. FYI: there is a minor change; no action needed from you right now. Noted for reference.,informational_update,P2,ACK,X301,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0025,ep-00001-th-026,54.163,Send requested data | E480,Thread anchor. Project E480. Owner Casey Brown. Due 2001-03-15. Please send the requested numbers (or point me to where they live) so I can finish the update. Please handle this this week. Regards.,direct_request,P1,ANSWER,E480,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0026,ep-00001-th-027,55.702,Schedule change | Q101,Thread anchor. Project Q101. Owner Avery Lee. Due 2001-12-01. FYI: timeline shifted; we will adjust and confirm the new plan. Noted for reference.,informational_update,P2,ACK,Q101,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0027,ep-00001-th-028,55.9,[URGENT] Approval needed | R754,Thread anchor. Project R754. Owner Jordan Khan. Due 2001-04-09. Need your approval on the revised plan so we can proceed without slipping the due date. Need action by 2001-04-09. This is urgent. Sharing in case useful.,deadline_request,P0,ANSWER,R754,none,,0,1,50
ep-00001,emp-018,ep-00001-m-0028,ep-00001-th-029,56.569,Blocking details | L431,"Thread anchor. Project L431. Owner Jamie Miller. Due 2001-05-10. Question: what is blocked right now, and what do you need from me to unblock it? Noted for reference.",information_request,P1,REQUEST_INFO,L431,none,,0,1,50
