message_id,thread_id,arrival_min,process_end_min,gold_priority,pred_priority,gold_reply_type,pred_reply_type,pred_action_summary,pred_facts_used,pred_draft_reply,pred_scratchpad_update,needs_memory,gold_required_key,gold_required_value,invalid_output,api_error,input_tokens,output_tokens,scratchpad_chars_after,priority_acc,reply_acc,fact_recall,hallucination,latency_min,on_time,quality_score,episode_id,n_threads
ep-00000-m-0107,ep-00000-th-050,174.051,174.40099999999998,P1,P1,ANSWER,REQUEST_INFO,"Ask for specifics on the requested action for project V927 (what exactly to do, where to do it, deadline/timezone, and any relevant links) and offer to confirm completion or report blockers once clarified.","[""Email follow-up references project code V927."", ""Sender requests we take the previously requested action, confirm once done, or report what is blocked."", ""Action requested 'this week' but no specific task, link, or deadline/timezone provided.""]","Hi — I can take care of this for project V927, but I’m missing the details of the “requested action.”

Can you please share:
1) What exactly you want me to do (task/decision + expected output)
2) The link to the tracker/ticket/doc where it should be done/recorded
3) The deadline (day/time + timezone) for “this week”
4) Any known blockers/dependencies I should be aware of

Once I have that, I’ll complete it and confirm back (or let you know what’s blocked).","thread ep-00000-th-050: project V927; follow-up ep-00000-m-0107 asks to take previously requested action + confirm, or report blockers; action needed this week; missing specifics: what action, tracker/ticket/doc link, where/how to record completion, current status/blockers, and exact deadline (day/time/timezone).",0,none,nan,0,0,1772,323,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0108,ep-00000-th-006,177.969,178.319,P1,P1,ANSWER,REQUEST_INFO,"Reply asking for specifics on which numbers are needed, timeframe, source, delivery format/location, and exact deadline/timezone so you can send or point to the right place this week.","[""Thread ep-00000-th-006 is project K525 (from scratchpad)."", ""Sender is following up asking to send the 'requested numbers' or point to where they live."", ""They want action completed this week and confirmation once done."", ""Missing details previously noted: which numbers/metrics, date range/filters, source system/dashboard link, where to deliver, exact deadline (date/time/timezone).""]","Subject: Re: Send requested data (K525)

Hi — happy to send these, but I need a bit more detail to make sure I pull the right set.

1) Which specific “numbers”/metrics do you need (and any definitions)?
2) What date range (and any filters/segments)?
3) What’s the source of truth (dashboard/report link, system, or prior file)?
4) Where should I deliver them (reply in email, spreadsheet link, Slack, ticket), and in what format?
5) What’s the exact deadline this week (day/time + timezone)?

Once I have the above, I’ll either send the data or point you to the exact location and confirm when it’s done.

Best,","thread ep-00000-th-006 (K525): ep-00000-m-0108 follow-up again requesting 'requested numbers' this week + confirmation; still need specifics (metrics/definitions, date range/filters, source link/system, delivery location/format, exact deadline day/time/timezone).",1,project_code,K525,0,0,1775,382,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0109,ep-00000-th-008,179.255,179.605,P2,P2,ACK,NONE,Log as FYI minor change for project G364; no action or reply needed.,"[""Email ep-00000-m-0109 in thread ep-00000-th-008 is an FYI update on project G364"", ""Sender states there is a minor change and no action is needed right now""]",,thread ep-00000-th-008: project G364; FYI update received (ep-00000-m-0109) noting minor change; no action requested; no reply needed.,0,none,nan,0,0,1768,135,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0110,ep-00000-th-039,179.368,179.95499999999998,P1,P1,ANSWER,REQUEST_INFO,"Request specifics on the previously requested action, where to record/confirm completion, and the exact deadline/timezone so the task can be completed and confirmed this week; ask for any blockers/dependencies if known.","[""Email ep-00000-m-0110 in thread ep-00000-th-039 asks to 'take the requested action' and confirm once done (or report what is blocked)."", ""Email specifies action is needed 'this week' but does not include what the action is, where to confirm, or an exact deadline.""]","Hi — I can take care of this, but I’m missing the details of the “requested action.” Could you please share:
1) What exactly you want me to do (or paste the original request / link the ticket/doc)
2) Where you’d like confirmation recorded (reply here vs. update in a tracker, and which one)
3) The exact deadline (day/time + timezone) for “this week”

Also let me know if there are any known blockers/dependencies I should be aware of.","thread ep-00000-th-039: follow-up ep-00000-m-0110 asks to take previously requested action + confirm (or report blockers); action needed this week; missing specifics: what action, original request/ticket/doc link, where/how to confirm/record completion, any current status/blockers, and exact deadline (day/time/timezone).",1,project_code,H139,0,0,1770,325,5000,1.0,0.0,0.0,0.0,0.5869999999999891,1.0,0.4,ep-00000,50
ep-00000-m-0111,ep-00000-th-030,179.628,180.30499999999998,P1,P1,REQUEST_INFO,REQUEST_INFO,Reply asking for the tracker/doc link and key context needed to provide an accurate status and define the next step for project R427.,"[""Email ep-00000-m-0111 in thread ep-00000-th-030 is a follow-up on project R427 asking for current status and next step, looping recipient in for visibility."", ""Scratchpad notes for thread ep-00000-th-030 (R427) indicate missing: tracker/ticket/doc link, latest status, blockers/risks, definition of 'next step' (decision vs task), DRI/owner, and any deadline/urgency (date/time/timezone).""]","Subject: Re: Status check (R427)

Thanks for looping me in. To give an accurate status + the next step for R427, can you share:

1) The tracker/ticket/doc link for R427 (where the latest status lives)
2) What you mean by “next step” here (a decision needed vs. a specific task to execute)
3) Any current blockers/risks you’re aware of
4) Who the DRI/owner is for the next step
5) Any deadline/urgency (date/time/timezone)

Once I have the link + the above, I can reply with a concise current status and the immediate next action.","thread ep-00000-th-030 (R427): received ep-00000-m-0111 follow-up asking current status + next step; looped in for visibility; still need tracker/ticket/doc link, latest status, blockers/risks, next-step definition (decision vs task), DRI/owner, and deadline/urgency (date/time/timezone).",0,none,nan,0,0,1753,386,5000,1.0,1.0,1.0,0.0,0.6769999999999925,1.0,1.0,ep-00000,50
ep-00000-m-0112,ep-00000-th-030,180.027,180.65499999999997,P1,P1,REQUEST_INFO,REQUEST_INFO,Request the tracker/doc link and key details needed to provide an accurate status + next step for project R427; clarify what they mean by 'next step' and any deadline/urgency.,"[""thread ep-00000-th-030 is project R427"", ""email ep-00000-m-0112 asks: current status and next step; 'Sharing in case useful'"", ""From prior notes on this thread: still missing tracker/ticket/doc link, latest status, blockers/risks, definition of next step (decision vs task), DRI/owner, and deadline/urgency (date/time/timezone)""]","Subject: Re: Status check

Thanks—happy to help with R427. Can you share:
- The tracker/ticket or doc link for R427
- The latest known status (what’s done / in progress)
- Any current blockers/risks and dependencies
- What you mean by “next step” here (a decision needed vs. the next execution task)
- Who the DRI/owner is
- Any deadline/urgency (date/time + timezone)

Once I have that, I can send back a crisp status + recommended next step.","thread ep-00000-th-030 (R427): ep-00000-m-0112 follow-up again asking current status + next step; still missing tracker/ticket/doc link, latest status, blockers/risks, next-step definition (decision vs task), DRI/owner, and deadline/urgency (date/time/timezone).",0,none,nan,0,0,1756,351,5000,1.0,1.0,1.0,1.0,0.6279999999999859,1.0,0.8,ep-00000,50
ep-00000-m-0113,ep-00000-th-009,182.428,182.778,P1,P1,ANSWER,REQUEST_INFO,"Request the latest draft link/attachment and clarify deadline, what constitutes approval, and where to record it so you can review and respond for project L479 this week.","[""Email ep-00000-m-0113 in thread ep-00000-th-009 is a follow-up for project L479 requesting review of the latest draft and reply with edits or approval to proceed."", ""Action requested: take action this week."", ""No prior scratchpad entry exists yet for thread ep-00000-th-009 / project L479.""]","Hi — happy to review. Could you please share the latest draft (link or attach) and confirm:
1) What’s the exact deadline this week (day/time/timezone)?
2) What counts as “approval to proceed” (reply-all email OK, or do you need approval recorded in a doc/tool)?
3) Any specific sections you want me to focus on / what changed since the last version?
Once I have the draft and deadline, I’ll turn comments/approval around promptly.","thread ep-00000-th-009: project L479; follow-up ep-00000-m-0113 requests review latest draft + provide edits or approval to proceed; action needed this week; missing latest draft link/attachment, what changed/areas to focus, exact deadline (day/time/timezone), and where/how to record approval (email vs doc/tool).",0,none,nan,0,0,1771,319,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0114,ep-00000-th-016,182.725,183.128,P2,P2,ACK,NONE,No action needed; FYI-only update about project G897 with minor change. File for reference.,"[""Email states: 'FYI update on project G897' and 'minor change; no action needed from you right now.'""]",,thread ep-00000-th-016: project G897; FYI update ep-00000-m-0114 noting minor change; no action requested; no reply needed.,0,none,nan,0,0,1757,118,5000,1.0,0.0,1.0,0.0,0.4029999999999916,1.0,0.7,ep-00000,50
ep-00000-m-0115,ep-00000-th-016,184.232,184.582,P2,P2,ACK,NONE,No action needed; FYI-only update for project G897. Leave unread or archive; no reply required.,"[""thread ep-00000-th-016: project G897"", ""Email ep-00000-m-0115 states minor change; no action needed; looped in for visibility""]",,thread ep-00000-th-016 (G897): received FYI update ep-00000-m-0115 noting minor change; no action requested; no reply needed.,0,none,nan,0,0,1768,130,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0116,ep-00000-th-037,187.383,187.733,P1,P1,REQUEST_INFO,REQUEST_INFO,"Request the missing context needed to provide an accurate status/next step update for project E593 (tracker link, latest status, blockers, owner, deadline, and what they mean by next step).","[""Thread ep-00000-th-037 is for project E593."", ""Sender is repeatedly asking for current status and next step."", ""We still do not have a tracker/ticket/doc link, latest status, blockers/risks, definition of \u201cnext step\u201d, DRI/owner, or deadline/timezone.""]","Hi — I can send a precise status/next-step update for E593, but I’m missing a few details.

1) Can you share the tracker/ticket/doc link for E593?
2) What’s the latest known status (last update) and any current blockers/risks?
3) Who is the DRI/owner for the next action?
4) When you say “next step,” do you mean the next decision needed or the next execution task?
5) Is there a deadline/urgency (date/time + timezone)?

Once I have the above, I’ll reply with a clear current status + the single next step and owner/date.","thread ep-00000-th-037 (E593): ep-00000-m-0116 follow-up again asking current status + next step; still missing tracker/ticket/doc link, latest status, blockers/risks, next-step definition (decision vs task), DRI/owner, and any deadline/timezone.",0,none,nan,0,0,1768,345,5000,1.0,1.0,1.0,0.0,0.3499999999999943,1.0,1.0,ep-00000,50
ep-00000-m-0117,ep-00000-th-037,189.581,189.93099999999998,P1,P1,REQUEST_INFO,REQUEST_INFO,"Request the missing context needed to provide current status and next step for project E593 (tracker/doc link, latest status, blockers, owner, deadline, and what they mean by next step).","[""thread ep-00000-th-037 is for project E593"", ""Sender is repeatedly asking for current status and next step; prior replies requested tracker/ticket/doc link and clarifications but none provided yet""]","Hi — I can help, but I’m missing the context to give an accurate status/next step for E593.

Could you please send:
1) The tracker/ticket or doc link for E593
2) The latest known status (what was completed last, and what’s in progress)
3) Any current blockers/risks
4) Who the DRI/owner is
5) Any deadline/urgency (date/time/timezone)
6) What you mean by “next step” here (a decision needed vs. the next task)

Once I have the link + the above, I’ll reply with a concise status and the next action.","thread ep-00000-th-037 (E593): ep-00000-m-0117 follow-up again asking current status + next step; still missing tracker/ticket/doc link, latest status, blockers/risks, next-step definition (decision vs task), DRI/owner, and any deadline/timezone.",0,none,nan,0,0,1770,323,5000,1.0,1.0,1.0,1.0,0.3499999999999943,1.0,0.8,ep-00000,50
ep-00000-m-0118,ep-00000-th-048,192.47,192.82,P2,P2,ACK,NONE,FYI-only update on project W837; no action requested. File for reference; no reply needed.,"[""Email ep-00000-m-0118 in thread ep-00000-th-048 is an FYI update on project W837"", ""Sender states there is a minor change and no action is needed right now""]",,thread ep-00000-th-048: project W837; received FYI update (ep-00000-m-0118) noting minor change; no action requested; no reply needed.,0,none,nan,0,0,1778,139,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0119,ep-00000-th-048,193.569,193.91899999999998,P2,P2,ACK,NONE,FYI-only update for project W837; no action requested. No reply needed; archive/mark read.,"[""Email ep-00000-m-0119 in thread ep-00000-th-048 is an FYI update on project W837 stating a minor change and explicitly says no action needed.""]",,thread ep-00000-th-048 (W837): received FYI update ep-00000-m-0119 noting minor change; no action requested; no reply needed.,0,none,nan,0,0,1782,132,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0120,ep-00000-th-012,198.013,198.363,P2,P2,ACK,NONE,No action needed; this is an FYI-only update on project L665. Optionally log/track for reference and wait for the fuller update.,"[""Email subject: \""Re: FYI update\"""", ""Body states: \""FYI update on project L665\"" and \""made progress\""; \""will follow up with a fuller update later\""; \""Noted for reference\"""", ""No explicit request or question in the email""]",,thread ep-00000-th-012: project L665; received FYI update (ep-00000-m-0120) noting progress and fuller update later; no action requested; no reply needed.,0,none,nan,0,0,1789,164,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0121,ep-00000-th-008,199.365,199.715,P2,P2,ACK,NONE,No reply needed; this is an FYI-only update for project G364 with no action requested.,"[""Email is an FYI update on project G364 stating a minor change and explicitly says no action needed."", ""Scratchpad: thread ep-00000-th-008 (project G364) prior FYI update noted; no action requested; no reply needed.""]",,thread ep-00000-th-008 (G364): received FYI update ep-00000-m-0121 noting minor change; no action requested; no reply needed.,0,none,nan,0,0,1786,143,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0122,ep-00000-th-008,200.684,201.034,P2,P2,ACK,NONE,No action needed; FYI-only update on project G364. Archive/mark read.,"[""Thread ep-00000-th-008 is project G364"", ""Email states minor change and explicitly says no action needed""]",,thread ep-00000-th-008 (G364): received FYI update ep-00000-m-0122 noting minor change; no action requested; no reply needed.,0,none,nan,0,0,1798,114,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0123,ep-00000-th-008,203.853,204.203,P2,P2,ACK,NONE,FYI-only update for project G364; no action requested. No reply needed.,"[""Email states: 'FYI update on project G364' and 'minor change; no action needed'"", ""Thread ep-00000-th-008 previously logged as FYI-only for project G364 with no reply needed""]",,thread ep-00000-th-008 (G364): received FYI update ep-00000-m-0123 noting minor change; no action requested; no reply needed.,0,none,nan,0,0,1810,134,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0124,ep-00000-th-050,204.339,204.689,P1,P1,ANSWER,REQUEST_INFO,"Reply asking for the missing specifics (what action, link to original request/ticket/doc, where to confirm completion, and exact deadline/timezone) so the task can be completed and confirmed this week.","[""thread ep-00000-th-050 is project V927 (from scratchpad)"", ""Latest email ep-00000-m-0124 is a follow-up requesting the previously requested action be completed and confirmed this week, or report blockers"", ""Scratchpad notes for thread ep-00000-th-050 indicate missing specifics: what action, tracker/ticket/doc link, where/how to record completion, current status/blockers, and exact deadline (day/time/timezone)""]","Hi — I can take care of this, but I’m missing the details of the original request.

Could you please send:
1) The specific action you want completed (or paste the original request),
2) The tracker/ticket/doc link to work from,
3) Where you’d like confirmation recorded (reply to this email vs update a ticket/doc), and
4) The exact deadline this week (day/time + timezone).

Once I have that, I’ll proceed and confirm when it’s done (or flag any blockers).","thread ep-00000-th-050 (V927): ep-00000-m-0124 follow-up again requesting previously requested action completed + confirmation this week; still missing specifics (what action, original request/ticket/doc link, where/how to confirm/record completion, blockers/status, exact deadline day/time/timezone).",1,project_code,V927,0,0,1824,351,5000,1.0,0.0,1.0,1.0,0.3499999999999943,1.0,0.49999999999999994,ep-00000,50
ep-00000-m-0125,ep-00000-th-050,205.554,205.904,P1,P1,ANSWER,REQUEST_INFO,"Reply asking for the missing specifics (what action, link to original request/ticket, where to confirm, and exact deadline/timezone) so the task can be completed and confirmed this week.","[""thread ep-00000-th-050 is project V927 (from scratchpad)"", ""Latest email ep-00000-m-0125 asks to 'take the requested action' and confirm once done, or report blockers"", ""Prior notes for this thread indicate missing specifics: what action, original request/ticket/doc link, where/how to confirm/record completion, current status/blockers, and exact deadline/time/timezone"", ""Request is time-bounded to 'this week' but no exact deadline provided""]","Subject: Re: Quick action needed

Thanks—happy to take care of this. Can you please point me to the original request (ticket/doc/email link) and confirm:
1) What exact action you want completed
2) Where you’d like confirmation recorded (reply here vs. update a ticket/doc—link if applicable)
3) The deadline day/time and timezone for “this week”

Once I have those details, I’ll proceed and confirm completion (or flag any blockers).","thread ep-00000-th-050 (V927): ep-00000-m-0125 follow-up again requesting previously requested action completed + confirmation this week; still missing specifics: what action, original request/ticket/doc link, where/how to confirm/record completion, blockers/status, exact deadline day/time/timezone.",1,project_code,V927,0,0,1814,344,5000,1.0,0.0,1.0,1.0,0.3499999999999943,1.0,0.49999999999999994,ep-00000,50
ep-00000-m-0126,ep-00000-th-050,205.615,206.254,P1,P1,ANSWER,REQUEST_INFO,"Reply asking for the missing specifics of the previously requested action (what exactly to do, link to original request/ticket, where to confirm completion, and exact deadline/timezone) so the task can be completed this week.","[""Email ep-00000-m-0126 in thread ep-00000-th-050 is a follow-up requesting a previously requested action be completed and confirmation this week, or report blockers."", ""Scratchpad indicates thread ep-00000-th-050 is project V927 with repeated follow-ups (ep-00000-m-0107, 0124, 0125) and still missing specifics: what action, original request/ticket/doc link, where/how to confirm, current status/blockers, and exact deadline/time/timezone.""]","Hi — I can take care of this, but I’m missing the details of the “requested action.”

Could you please share:
1) What exactly you want me to do (steps/expected outcome)
2) A link to the original request/ticket/doc (or paste the request here)
3) Where you’d like confirmation recorded (reply to this email vs. update a ticket/doc)
4) The exact deadline (day/time + timezone)

Once I have that, I’ll proceed and confirm when it’s done (or flag any blockers).","thread ep-00000-th-050 (V927): ep-00000-m-0126 follow-up again requesting previously requested action + confirmation this week; still missing specifics (what action, original request/ticket/doc link, where/how to confirm/record completion, blockers/status, exact deadline day/time/timezone).",1,project_code,V927,0,0,1800,372,5000,1.0,0.0,1.0,0.0,0.6389999999999816,1.0,0.7,ep-00000,50
ep-00000-m-0127,ep-00000-th-041,206.258,206.608,P0,P0,ANSWER,REQUEST_INFO,"Respond urgently acknowledging and requesting the contract link/attachment, signer/approval process, deadline details, and any redlines so sign-off can be completed today; offer immediate review once provided.","[""New email ep-00000-m-0127 in thread ep-00000-th-041: request sign-off on final contract terms to execute before a tight deadline; asks to handle today; marked urgent."", ""No existing scratchpad entry for thread ep-00000-th-041 or any project code associated with it.""]","Subject: Re: Contract signature

Understood — I can prioritize this today.

Can you please send:
1) The final contract (link or attachment) and any redline/summary of changes since the last version
2) The exact deadline (date/time + timezone) for execution
3) Who needs to sign/approve (and whether you need my review/approval vs an actual signature)
4) Where it should be executed/returned (DocuSign link, email address, portal)

Once I have the document and deadline, I’ll review immediately and confirm next steps.","thread ep-00000-th-041: ep-00000-m-0127 urgent request for sign-off on final contract terms; needs handling today; missing: final contract link/attachment, what changed/redlines, exact execution deadline (date/time/timezone), who is signer/approver (review vs signature), and execution method/location (DocuSign/email/portal).",1,project_code,I815,0,0,1780,338,5000,1.0,0.0,0.0,0.0,0.3499999999999943,1.0,0.4,ep-00000,50
ep-00000-m-0128,ep-00000-th-047,211.209,211.559,P1,P1,ANSWER,REQUEST_INFO,"Reply asking for the options/context needed to make a recommendation for project L848, plus deadline/timezone and any decision criteria; offer to turn around quickly once provided.","[""Email ep-00000-m-0128 in thread ep-00000-th-047 is a follow-up for project L848 requesting a decision recommendation: which option to choose, why, and 1\u20132 key tradeoffs; reply requested this week.""]","Hi — happy to recommend a path for L848. Can you share:
1) The options on the table (Option A/B/etc.) and a link to the doc/PRD/proposal with details
2) The decision criteria / priorities (e.g., cost, timeline, risk, performance, customer impact)
3) Any constraints (budget cap, launch date, dependencies) and who the final approver is
4) The exact deadline for the recommendation (day/time + timezone)

Once I have that, I’ll reply with a clear recommendation and 1–2 key tradeoffs.","thread ep-00000-th-047: project L848; ep-00000-m-0128 follow-up asks for decision recommendation (choose option + why, 1-2 key tradeoffs) due this week; need options/details doc link, decision criteria/priorities, constraints/dependencies, approver/DRI, and exact deadline (day/time/timezone).",0,none,nan,0,0,1771,322,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0129,ep-00000-th-029,212.025,212.375,P0,P0,ANSWER,REQUEST_INFO,"Respond urgently requesting the minimum details needed to make the go/no-go decision (fallback option description, impact/risk, deadline/timezone, owner/approver, and where to record decision), and offer immediate next step (quick call) if needed.","[""Email ep-00000-m-0129 (thread ep-00000-th-029) reports a blocking issue preventing progress and requests a go/no-go decision on a fallback option."", ""Sender asks to handle this today and treat as urgent; deadline is tight but no exact time/timezone provided."", ""No details provided on what the fallback option is, the original thread context, impacts, or where the decision should be recorded.""]","Subject: Re: Blocking incident

I can prioritize this today. To make a go/no-go call on the fallback, can you please send:

1) Link to the prior thread/ticket/doc with context
2) What the fallback option is (and what the primary plan was)
3) Impact of “go” vs “no-go” (customer/launch/SLA, cost, risk)
4) Any key constraints/dependencies and who the DRI/approver is
5) The exact deadline (time + timezone) and where you want the decision recorded (email, ticket, etc.)

If it’s faster, I can jump on a 10–15 min call as soon as you’re available—send a couple of times that work today.","thread ep-00000-th-029: ep-00000-m-0129 reports blocking incident; requests urgent go/no-go decision on fallback option to be handled today; missing context/ticket link, fallback details, impacts/risks, DRI/approver, exact deadline time/timezone, and where to record decision.",1,project_code,I228,0,0,1778,399,5000,1.0,0.0,0.0,0.0,0.3499999999999943,1.0,0.4,ep-00000,50
ep-00000-m-0130,ep-00000-th-034,213.537,213.887,P2,P2,ACK,NONE,No action needed; this is an FYI progress update on project Y703 with a promise of a fuller update later. Log the project code under this thread for future reference.,"[""Email ep-00000-m-0130 in thread ep-00000-th-034 is an FYI update on project Y703"", ""Sender states they made progress and will follow up with a fuller update later"", ""No request or question posed; informational only""]",,thread ep-00000-th-034: project Y703; received FYI update (ep-00000-m-0130) noting progress and fuller update later; no action requested; no reply needed.,0,none,nan,0,0,1763,165,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0131,ep-00000-th-035,217.089,217.439,P1,P1,REQUEST_INFO,REQUEST_INFO,"Reply asking for the specific next action, current owner/DRI candidates, link to the tracker/ticket/doc, and the deadline/timeline (date/time/timezone) so ownership and timing can be confirmed.","[""Email ep-00000-m-0131 in thread ep-00000-th-035 is a follow-up on project I639 asking who owns the next action and expected timeline.""]","Subject: Re: Owner clarification (I639)

Thanks for flagging. To confirm ownership and timeline, can you share:
- The specific “next action” (what needs to be done/decided)
- Link to the tracker/ticket/doc where it’s being tracked
- Any stated deadline or target date/time (and timezone)
- Who you believe are the likely DRIs/stakeholders (if known)

Once I have that, I can confirm the right owner and expected timeline (or route to the correct team).","thread ep-00000-th-035: project I639; follow-up ep-00000-m-0131 asks who owns next action + expected timeline; need specifics: what next action is, tracker/ticket/doc link, deadline/target date/time/timezone, and likely DRI/stakeholders.",0,none,nan,0,0,1764,291,5000,1.0,1.0,1.0,1.0,0.3499999999999943,1.0,0.8,ep-00000,50
ep-00000-m-0132,ep-00000-th-047,218.041,218.391,P1,P1,ANSWER,REQUEST_INFO,Respond asking for the options/details doc and the exact deadline/timezone so you can provide a recommendation with 1–2 tradeoffs this week; confirm you’ll send once you have that context.,"[""Email ep-00000-m-0132 in thread ep-00000-th-047 is a follow-up requesting a decision recommendation: choose an option and why, with 1\u20132 key tradeoffs, requested \u2018this week\u2019."", ""Scratchpad notes thread ep-00000-th-047 is project L848 and is missing the options/details doc link, decision criteria/priorities, constraints/dependencies, approver/DRI, and exact deadline (day/time/timezone).""]","Hi — happy to send a recommendation with 1–2 key tradeoffs this week. Can you please share:
1) The doc/link that lays out the options (or paste the option summaries here)
2) The decision criteria/priorities (e.g., cost, timeline, risk, customer impact)
3) Any key constraints/dependencies we need to honor
4) Who the final approver/DRI is
5) The exact deadline (day/time + timezone)

Once I have the above, I’ll reply with a clear option recommendation and the main tradeoffs.","thread ep-00000-th-047 (L848): ep-00000-m-0132 follow-up again requesting decision recommendation (choose option + why, 1–2 tradeoffs) due this week; still missing options/details doc link, decision criteria/priorities, constraints/dependencies, approver/DRI, and exact deadline (day/time/timezone).",1,project_code,L848,0,0,1780,371,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0133,ep-00000-th-021,219.971,220.321,P2,P2,ACK,NONE,No action needed; FYI-only progress update on project I394. Optionally file/label for tracking.,"[""Email ep-00000-m-0133 in thread ep-00000-th-021 is an FYI update on project I394 stating progress and a fuller update later; no request or question included.""]",,thread ep-00000-th-021: project I394; received FYI update (ep-00000-m-0133) noting progress and fuller update later; no action requested; no reply needed.,0,none,nan,0,0,1776,141,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
ep-00000-m-0134,ep-00000-th-049,223.655,224.005,P1,P1,ANSWER,REQUEST_INFO,"Request the necessary context (doc/link, scope, decision deadline, criteria) to produce a risk assessment + mitigations and a recommendation this week; offer a quick template of what you’ll deliver once received.","[""New email ep-00000-m-0134 in thread ep-00000-th-049: asks for main risks + mitigations before committing; requests recommendation this week."", ""No project code recorded yet for thread ep-00000-th-049 in provided scratchpad.""]","Hi — happy to. Can you share the link/attachment for what we’re committing to (proposal/spec/contract) and a bit of context on the decision?

To tailor the risk assessment, please confirm:
1) What exactly is the commitment (scope + what “commit” means here)?
2) Target decision date/time (and timezone) for “this week”.
3) Key success criteria / priorities (cost, timeline, security/compliance, performance, customer impact, etc.).
4) Any known constraints/dependencies and the DRI/approver.

Once I have that, I’ll send back: top risks (likelihood/impact), proposed mitigations/owners, and my recommendation (go / no-go / go-with-conditions) by your deadline.","thread ep-00000-th-049: ep-00000-m-0134 asks for risk assessment (main risks + mitigations) and recommendation before committing; due this week; missing doc/link, scope/what commit means, decision deadline (day/time/timezone), criteria/priorities, constraints/dependencies, and DRI/approver. No project code yet.",1,project_code,R866,0,0,1779,373,5000,1.0,0.0,0.0,0.0,0.3499999999999943,1.0,0.4,ep-00000,50
ep-00000-m-0135,ep-00000-th-049,226.022,226.37199999999999,P1,P1,ANSWER,REQUEST_INFO,"Request the missing context (doc/link, scope of commitment, deadline, criteria, constraints, DRI/approver, and where to record recommendation) so you can provide a risk assessment for project R866 this week.","[""Email ep-00000-m-0135 in thread ep-00000-th-049 is a follow-up requesting a risk assessment and mitigations before committing; reply requested this week."", ""This follow-up specifies project code R866 (previously thread ep-00000-th-049 had no project code in scratchpad)."", ""Still missing: supporting doc/link, what \u2018commit\u2019 means/scope, exact deadline (day/time/timezone), decision criteria/priorities, constraints/dependencies, DRI/approver, and where/how to record the recommendation.""]","Subject: Re: Risk assessment (R866)

Happy to help with the risk assessment and mitigations for R866. To make sure I’m assessing the right thing, can you share:

1) Link to the relevant doc/spec/plan (or the tracker/ticket) and the options under consideration
2) What “commit” specifically means here (e.g., contract signature, budget approval, launch date, resourcing, customer promise)
3) The deadline for my recommendation (day/time + timezone)
4) Your decision criteria/priorities (e.g., timeline vs cost vs quality vs compliance)
5) Key constraints/dependencies and any known risks already identified
6) Who the approver/DRI is, and where you want the recommendation recorded (reply email vs doc/tool)

Once I have the above, I’ll send back a concise list of top risks, mitigations, and a recommendation within the requested timeframe.
","thread ep-00000-th-049: project R866; ep-00000-m-0135 follow-up requests risk assessment (main risks + mitigations) and recommendation before committing; reply requested this week; still missing doc/link, scope/what commit means, exact deadline (day/time/timezone), criteria/priorities, constraints/dependencies, DRI/approver, and where/how to record recommendation.",0,none,nan,0,0,1774,476,5000,1.0,0.0,1.0,0.0,0.3499999999999943,1.0,0.7,ep-00000,50
