message_id,recommended_priority,priority_grade,recommended_reply_type,reply_grade,info_sufficient,rationale
ep-00001-m-0043,P2,bad,REQUEST_INFO,good,0,Deadline is far out (Aug 27); not urgent. Still need contract/doc details to proceed.
ep-00001-m-0044,P2,good,NONE,good,1,Explicit FYI with no action needed; no reply required and can be handled routinely.
ep-00001-m-0045,P2,good,NONE,good,1,"Pure FYI schedule shift; sender will confirm new plan. No action requested, so P2 and no reply are reasonable."
ep-00001-m-0046,P1,good,REQUEST_INFO,good,0,Actionable request for risk assessment; needs project context to respond. P1 and requesting details is appropriate.
ep-00001-m-0047,P2,good,NONE,good,1,FYI progress update with promise of fuller update later; no ask. P2 and no reply needed fits.
ep-00001-m-0048,P2,good,NONE,good,1,FYI timeline shift; no action requested. Logging only is fine; P2/NONE appropriate.
ep-00001-m-0049,P2,good,NONE,good,1,Explicitly says no action needed right now; routine heads-up. P2 and no reply are reasonable.
ep-00001-m-0050,P2,good,NONE,good,1,Pure FYI progress update with no ask; can be filed without response.
ep-00001-m-0051,P1,good,REQUEST_INFO,good,0,Approval requested but plan not provided; need link/details to approve. Important but not same-day urgent.
ep-00001-m-0052,P1,good,REQUEST_INFO,good,0,Risk assessment requested but lacks scope/docs and deadline specifics; clarifying info needed to proceed.
ep-00001-m-0053,P2,good,NONE,good,1,Shared draft for visibility; explicitly no action required unless issues.
ep-00001-m-0054,P2,borderline,ANSWER,bad,0,"They asked for status/next step; should respond with what you know or commit to follow-up, not just ask them."
ep-00001-m-0055,P2,good,NONE,good,1,Pure FYI progress note with no ask; routine update can wait and doesn’t require a response.
ep-00001-m-0056,P1,bad,REQUEST_INFO,bad,1,Sender is asking what you need; you should answer with blockers/needs. Not necessarily same-day emergency without stated impact.
ep-00001-m-0057,P1,good,REQUEST_INFO,good,0,They request status/next step but you lack project context; asking for tracker/update is appropriate and timely.
ep-00001-m-0058,P2,good,NONE,good,1,"Another FYI-only progress update; no action requested, so no reply needed."
ep-00001-m-0059,P0,bad,REQUEST_INFO,good,0,Urgent contract sign-off with deadline; should be treated as time-sensitive P0. Requesting the document/terms is reasonable.
ep-00001-m-0060,P0,borderline,REQUEST_INFO,good,1,Approval needed by a specific near-term date; should be treated as urgent. Requesting the plan/details before approving is appropriate.
ep-00001-m-0061,P1,good,REQUEST_INFO,good,0,Actionable request to send numbers this week; needs clarification on which metrics/date range. P1 and requesting specifics are reasonable.
ep-00001-m-0062,P0,good,REQUEST_INFO,good,1,Contract sign-off by a deadline is time-sensitive and blocking. Need the final doc/redline and scope to proceed.
ep-00001-m-0063,P2,good,NONE,good,1,Pure FYI progress note with promise of later update; no response required.
ep-00001-m-0064,P2,good,NONE,good,1,Another FYI-only progress update; no reply needed.
ep-00001-m-0065,P1,good,REQUEST_INFO,good,0,Asks for action but doesn’t specify what. Important this week; clarification needed before proceeding.
ep-00001-m-0066,P1,good,REQUEST_INFO,good,0,Action requested without details; needs clarification. Not an emergency but should be handled soon this week.
ep-00001-m-0067,P2,good,NONE,good,1,"Explicitly says no action required unless issues spotted; routine reference update, no reply necessary."
ep-00001-m-0068,P0,good,REQUEST_INFO,good,0,"Urgent approval needed by a specific date; must respond quickly, but can’t approve without the revised plan/details."
ep-00001-m-0069,P0,good,REQUEST_INFO,good,0,Time-sensitive contract sign-off; urgent. Need the final contract/version and scope of sign-off before acting.
ep-00001-m-0070,P1,good,REQUEST_INFO,good,0,Actionable request needing project scope details; not an emergency. Clarifying questions are appropriate to recommend concrete cuts.
ep-00001-m-0071,P2,good,NONE,good,1,Pure FYI progress note with promise of later update; no response required.
ep-00001-m-0072,P1,good,REQUEST_INFO,borderline,1,"Status check expects you to provide status; better to answer from your records or acknowledge and promise update, not ask them for status."
ep-00001-m-0073,P0,good,REQUEST_INFO,good,0,Urgent approval needed by a specific date; requesting the revised plan and approval scope is necessary to proceed quickly.
ep-00001-m-0074,P1,good,REQUEST_INFO,good,0,Needs scope/constraints to make an MVP recommendation; important but not time-critical. Requesting inputs is reasonable.
ep-00001-m-0075,P2,good,NONE,good,1,Explicit FYI with no action needed; non-urgent visibility update.
ep-00001-m-0076,P1,bad,REQUEST_INFO,good,0,Time-sensitive confirmation needed by a near deadline; should be handled today but not necessarily same-day emergency.
ep-00001-m-0077,P2,good,NONE,good,1,FYI schedule shift with no request; can wait and no reply required.
ep-00001-m-0078,P1,bad,REQUEST_INFO,good,0,Contract sign-off is important but deadline is far; not a P0 emergency. Need document/version details to proceed.
ep-00001-m-0079,P1,good,REQUEST_INFO,good,0,Approval requested; need revised plan and scope to approve. P1 fits as important/actionable but not immediate incident.
ep-00001-m-0080,P2,good,NONE,good,1,Pure FYI progress note with no ask; non-urgent and no response required.
ep-00001-m-0081,P1,good,REQUEST_INFO,good,0,Actionable request but lacks project details needed for a meaningful risk assessment; clarifying questions appropriate.
ep-00001-m-0082,P1,good,ANSWER,bad,1,"They asked what’s blocked and what you need; you should answer with current blockers/asks, not ask them to restate."
ep-00001-m-0083,P2,good,REQUEST_INFO,good,0,Decision recommendation requested but options/criteria missing; need context before recommending.
ep-00001-m-0084,P0,good,REQUEST_INFO,good,0,"Urgent, time-bound confirmation; need deck/version and source-of-truth details to verify numbers quickly."
ep-00001-m-0085,P1,good,REQUEST_INFO,good,0,Asks for action this week but action is unspecified; needs clarification to proceed. Not an emergency.
ep-00001-m-0086,P2,good,ANSWER,borderline,1,"They asked who owns next action/timeline; you can answer with your view or redirect, not just ask them back."
ep-00001-m-0087,P2,good,NONE,good,1,Explicitly FYI/no action required unless issues; no reply needed.
ep-00001-m-0088,P2,good,NONE,good,1,Pure FYI with no action needed; no response required.
ep-00001-m-0089,P1,good,REQUEST_INFO,good,0,Request is actionable this week but data specifics are unclear; need details to provide correct numbers.
ep-00001-m-0090,P0,good,REQUEST_INFO,good,0,"Time-sensitive board deck confirmation due same day; need deck/version and metric sources to verify, so clarifying questions are appropriate."
ep-00001-m-0091,P1,good,REQUEST_INFO,good,0,"Action requested but unspecified; important to handle this week, not an emergency. Need details on the action and context."
ep-00001-m-0092,P2,good,NONE,good,1,Pure FYI about schedule shift with no ask; no reply required unless later asked to review/approve new plan.
ep-00001-m-0093,P2,good,NONE,good,1,"FYI progress update with promise of fuller update later; no action requested, so no reply needed."
ep-00001-m-0094,P1,good,REQUEST_INFO,good,0,Important request to take action this week but action is unclear; must ask what to do and any links/deadlines.
ep-00001-m-0095,P2,good,NONE,good,1,Pure FYI progress update with no request; reasonable to file and not reply.
ep-00001-m-0096,P1,good,ANSWER,borderline,0,"They asked who owns next action/timeline; you can’t answer without context, so requesting info is reasonable."
ep-00001-m-0097,P2,good,NONE,good,1,Explicitly says no action needed; no reply required.
ep-00001-m-0098,P1,good,REQUEST_INFO,good,0,Asks to take ‘requested action’ but doesn’t specify it; clarifying is necessary and timely (this week).
ep-00001-m-0099,P2,good,NONE,good,1,FYI schedule change with promise of updated plan; no immediate action requested.
ep-00001-m-0100,P2,borderline,REQUEST_INFO,good,0,"Asks to take unspecified action; needs clarification. “This week” but due date is long past, so not truly urgent."
ep-00001-m-0101,P1,good,ANSWER,borderline,1,"They’re asking who owns next action and timeline; you can answer/assign based on owner listed, or at least propose an owner."
ep-00001-m-0102,P1,good,REQUEST_INFO,good,0,Request is to send numbers but metrics aren’t specified; clarification needed to avoid sending wrong data. Actionable this week.
ep-00001-m-0103,P2,borderline,REQUEST_INFO,good,0,"Needs scope context to recommend cuts. Due date far out, so not time-sensitive; can be handled routinely."
ep-00001-m-0104,P1,good,REQUEST_INFO,good,0,Decision recommendation requires options/criteria; without them you must ask. Important to respond soon even if deadline is later.
ep-00001-m-0105,P1,good,ANSWER,bad,0,"Sender asks what’s blocked and what they need from you; you should answer with current blockers/asks, not ask them to restate."
ep-00001-m-0106,P1,good,ANSWER,borderline,0,"They’re asking for ownership/timeline; you should state your view/DRI or propose one, then ask only if genuinely unknown."
ep-00001-m-0107,P1,good,ANSWER,borderline,0,Same as prior: respond with proposed owner/timeline if possible; requesting info is only appropriate if you truly lack context.
ep-00001-m-0108,P2,good,NONE,good,1,Pure FYI progress update with no ask; no reply required.
ep-00001-m-0109,P2,good,NONE,good,1,FYI timeline shift with promise of new plan; can wait without response.
ep-00001-m-0110,P2,good,NONE,good,1,Pure FYI schedule shift; no request or decision needed. Reasonable to log and wait for confirmed plan.
ep-00001-m-0111,P2,good,NONE,good,1,"FYI progress update with promise of later details; no action requested, so no reply required."
ep-00001-m-0112,P2,good,NONE,good,1,Visibility-only FYI update; optional courtesy ack but not necessary. P2 and NONE fit.
ep-00001-m-0113,P2,good,NONE,good,1,Duplicate visibility FYI; no action requested. P2 and no reply are appropriate.
ep-00001-m-0114,P2,good,NONE,good,1,FYI progress note ending with thanks; still no ask. No reply needed unless you want courtesy acknowledgment.
ep-00001-m-0115,P2,good,NONE,good,1,Pure FYI progress update with no request; reasonable to file/ignore.
ep-00001-m-0116,P2,good,NONE,good,1,States minor change and explicitly no action needed; no reply required.
ep-00001-m-0117,P2,good,NONE,good,1,"Visibility-only FYI update; no action requested, so no reply needed."
ep-00001-m-0118,P1,good,REQUEST_INFO,good,0,Asks for action this week but omits what action; clarification needed to proceed.
ep-00001-m-0119,P1,good,REQUEST_INFO,good,0,Time-bounded request without specifics; requesting details is appropriate and timely.
ep-00001-m-0120,P1,good,REQUEST_INFO,good,0,Asks to take unspecified action this week; needs details to proceed. Important but not same-day urgent.
ep-00001-m-0121,P1,good,REQUEST_INFO,good,0,Request for “requested numbers” lacks which metrics/period/source. Needs clarification; should be handled soon this week.
ep-00001-m-0122,P1,good,REQUEST_INFO,good,0,Same as prior: unclear which numbers and timeframe. Clarifying questions appropriate; not an emergency.
ep-00001-m-0123,P0,good,REQUEST_INFO,good,0,"Explicitly urgent, handle today before distribution. Need deck link/metrics list to confirm; P0 and request info fit."
ep-00001-m-0124,P0,good,REQUEST_INFO,good,0,Same urgent board-deck confirmation today; missing specifics. P0 with immediate clarification is reasonable.
ep-00001-m-0125,P0,good,REQUEST_INFO,good,0,"Same-day urgent board deck confirmation. Lacks deck/version/metrics list, so clarification is needed to proceed."
ep-00001-m-0126,P2,bad,REQUEST_INFO,good,0,"Stated deadline is 2001-04-28, not time-sensitive now. Still needs details to confirm numbers."
ep-00001-m-0127,P0,good,REQUEST_INFO,good,0,"Explicitly urgent and due today; cannot confirm without deck link, metric definitions, and sources."
ep-00001-m-0128,P1,good,REQUEST_INFO,good,0,Action needed this week but unspecified. Reasonable to treat as important and ask for exact task and links.
ep-00001-m-0129,P1,good,REQUEST_INFO,good,0,Weekly timeframe and no specifics. Requesting clarification is appropriate; not an emergency but should be handled soon.
ep-00001-m-0130,P1,good,REQUEST_INFO,good,0,Asks for action “this week” but lacks specifics; important but not emergency. Clarification needed to proceed.
ep-00001-m-0131,P1,good,REQUEST_INFO,good,0,Repeated follow-up without details; needs clarification to act. P1 fits since action requested soon (this week).
ep-00001-m-0132,P1,good,REQUEST_INFO,good,0,"Still no actionable specifics; requesting info is appropriate. Timeframe is this week, so P1 is reasonable."
ep-00001-m-0133,P1,good,ANSWER,borderline,1,"They asked who owns it and timeline; you can answer with your ownership/timeline or commit to find owner, not only ask for more."
ep-00001-m-0134,P2,good,NONE,good,1,Pure FYI schedule shift with promise of updated plan; no response required unless you want to acknowledge.
ep-00001-m-0135,P1,good,REQUEST_INFO,good,0,"Time-sensitive this week but not same-day. Need deck/version, metrics list, and sources to confirm numbers accurately."
ep-00001-m-0136,P1,good,REQUEST_INFO,good,0,"Appropriate urgency and missing details. Clarifying deck scope, metrics, and cutoff is necessary before confirming final numbers."
ep-00001-m-0137,P1,good,REQUEST_INFO,good,0,"Tight deadline warrants P1. Requesting deck link, scope, and sources is required to proceed."
ep-00001-m-0138,P1,good,REQUEST_INFO,good,0,Action requested is unspecified; must ask what to do and by when. P1 fits “this week” follow-up.
ep-00001-m-0139,P1,good,REQUEST_INFO,good,0,Still no concrete task described; requesting specifics and deadline is the right response. P1 is reasonable for this-week ask.
ep-00001-m-0140,P1,good,REQUEST_INFO,good,0,"Time-sensitive contract sign-off this week; missing contract/version, deadline, and approver details justify requesting info."
ep-00001-m-0141,P1,good,REQUEST_INFO,good,0,"Needs prompt action but lacks key execution details; requesting contract, deadline, and signatory is appropriate."
ep-00001-m-0142,P1,good,REQUEST_INFO,good,0,Asks for recommendation but provides no options or criteria; must request context. This-week timing makes it P1.
ep-00001-m-0143,P1,good,REQUEST_INFO,good,0,Cannot recommend without knowing options/goals/constraints; requesting info is correct and should be handled soon.
ep-00001-m-0144,P1,good,REQUEST_INFO,good,0,Project code helps routing but still missing option details and decision criteria; request info remains appropriate; P1 fits this-week ask.
ep-00001-m-0145,P1,good,REQUEST_INFO,good,0,Asks for a recommendation this week but provides no options or criteria; needs context before answering. Not urgent enough for P0.
ep-00001-m-0146,P0,good,REQUEST_INFO,good,0,Explicitly urgent and needed today to avoid slipping due date; must request plan/details to approve. P0 appropriate.
ep-00001-m-0147,P0,good,REQUEST_INFO,good,0,Blocking incident with same-day go/no-go decision; urgent. Needs minimal incident/fallback details to decide.
ep-00001-m-0148,P1,good,REQUEST_INFO,good,0,"Time-sensitive this week but not same-day emergency; needs contract version, deadline, and open issues before sign-off."
ep-00001-m-0149,P2,good,NONE,good,1,Explicit FYI with no action required; no reply needed unless issues found. Routine P2.
ep-00001-m-0150,P1,good,REQUEST_INFO,good,0,"Approval needed this week; important but not same-day. Missing revised plan and approval details, so requesting info is appropriate."
ep-00001-m-0151,P1,good,REQUEST_INFO,good,0,"Confirming board deck numbers is time-sensitive this week. Lacks deck/version and metric definitions, so clarification is needed."
ep-00001-m-0152,P1,good,REQUEST_INFO,good,0,"Same as prior: needs confirmation before distribution, but no deck link or metric list provided; request info is reasonable."
ep-00001-m-0153,P0,good,REQUEST_INFO,good,0,"Explicitly urgent and requested today; P0 fits. Cannot approve without the revised plan and key details, so request info."
ep-00001-m-0154,P1,good,REQUEST_INFO,good,0,"Action requested this week and needs confirmation; P1 fits. Missing which numbers/format/deadline, so request info."
ep-00001-m-0155,P1,good,REQUEST_INFO,good,0,"Action requested this week; specifics of “requested numbers” missing, so clarification is needed before sending data."
ep-00001-m-0156,P2,good,NONE,good,1,FYI draft shared with explicit “no action required”; no reply needed unless issues found.
ep-00001-m-0157,P1,good,REQUEST_INFO,good,0,"Time-bounded request to send numbers, but metrics/period/source not specified; must ask clarifying questions."
ep-00001-m-0158,P1,good,REQUEST_INFO,good,0,Project-tagged follow-up still lacks which numbers/definitions; requesting details is appropriate to complete this week.
ep-00001-m-0159,P1,good,REQUEST_INFO,good,0,"Despite “visibility” note, it’s still a follow-up requesting action this week; need clarification on required numbers."
ep-00001-m-0160,P1,good,REQUEST_INFO,good,0,Asks to take an unspecified prior action this week; needs context/link and definition of done. Important but not same-day urgent.
ep-00001-m-0161,P1,good,REQUEST_INFO,good,0,Follow-up requests action without details; clarifying the original ask and deadline is necessary before acting. P1 fits.
ep-00001-m-0162,P2,good,NONE,good,1,Explicit FYI with no action needed; no reply required. Routine update so P2 appropriate.
ep-00001-m-0163,P1,good,REQUEST_INFO,good,0,Contract sign-off needed this week with tight deadline but missing document and exact cutoff; must request details to proceed.
ep-00001-m-0164,P1,good,REQUEST_INFO,good,0,Needs contract sign-off soon; without the final version and deadline you can’t act. P1 and request info are reasonable.
ep-00001-m-0165,P1,borderline,REQUEST_INFO,good,0,"Status/next step request is actionable; P2 may be too low. Lacks context, so requesting clarification is appropriate."
ep-00001-m-0166,P1,good,REQUEST_INFO,good,0,"Ownership/timeline question is important and needs response. Missing details on the next action, so clarification request fits."
ep-00001-m-0167,P1,good,REQUEST_INFO,good,0,Ownership/timeline request is actionable; context missing. Asking for link/definition and deadline is appropriate.
ep-00001-m-0168,P1,good,REQUEST_INFO,good,0,"Same as prior: important coordination item, not urgent. Needs more specifics to assign owner/timeline."
ep-00001-m-0169,P1,good,REQUEST_INFO,good,0,Reasonable to treat as P1 coordination. Clarifying next action and deadline is necessary before committing to owner/timeline.
ep-00001-m-0170,P1,good,REQUEST_INFO,good,0,They’re asking for owner and timeline but context is missing; requesting the specific action/deadline is appropriate. Important but not urgent.
ep-00001-m-0171,P1,good,REQUEST_INFO,good,0,Ownership/timeline can’t be determined without the referenced next action and constraints; asking for details is reasonable. Handle soon.
ep-00001-m-0172,P1,good,REQUEST_INFO,good,0,"Despite “noted for reference,” it’s still a direct question needing clarification; request context to answer. P1 fits."
ep-00001-m-0173,P1,good,REQUEST_INFO,good,0,Repeated follow-up with insufficient context; requesting link/deadline/dependencies is the right next step. Not a P0 emergency.
ep-00001-m-0174,P1,good,REQUEST_INFO,good,0,Direct question but missing specifics; REQUEST_INFO is appropriate. Priority P1 reasonable to resolve ownership/timeline promptly.
ep-00001-m-0175,P2,good,NONE,good,1,"Explicitly FYI, minor change, and states no action needed; routine visibility update."
ep-00001-m-0176,P2,good,NONE,good,1,FYI-only message with no requested action; no reply required.
ep-00001-m-0177,P2,good,NONE,good,1,Reference-only FYI with explicit no-action language; can be filed without response.
ep-00001-m-0178,P2,good,NONE,good,1,Sharing for visibility and says no action needed; appropriate to not respond.
ep-00001-m-0179,P2,borderline,NONE,borderline,1,"Timeline shift may warrant acknowledgment or questions if it impacts you, but message frames as FYI and they’ll confirm plan."
