message_id,recommended_priority,priority_grade,recommended_reply_type,reply_grade,info_sufficient,rationale
ep-00001-m-0038,P2,bad,REQUEST_INFO,borderline,0,Contract sign-off due far out; not P0. Can’t approve terms without seeing them; request contract/redlines and key issues.
ep-00001-m-0039,P1,good,REQUEST_INFO,good,0,"Actionable recommendation request; P1 fits. Need option details, constraints, and evaluation criteria before recommending."
ep-00001-m-0040,P1,good,REQUEST_INFO,borderline,0,"Time-bounded this week, so P1 fits. But you can’t send numbers without knowing which numbers/location; needs clarification."
ep-00001-m-0041,P2,borderline,ANSWER,bad,1,"Status/next step is directly answerable by owner; no extra info requested. Likely P1 if needed soon, not P2."
ep-00001-m-0042,P0,good,ANSWER,borderline,0,Same-day urgent deck confirmation merits P0. But you can’t confirm final numbers without having them; may need info or redirect.
ep-00001-m-0043,P2,bad,REDIRECT,borderline,0,Due months away; not P0. Also contract sign-off likely requires legal/executive owner; may need redirect/clarify authority.
ep-00001-m-0044,P2,bad,NONE,bad,1,"Explicit FYI/no action needed; routine P2. No reply required (or simple ACK), not ANSWER."
ep-00001-m-0045,P2,good,ACK,good,1,FYI schedule shift; non-urgent. A brief acknowledgment is reasonable.
ep-00001-m-0046,P1,good,ANSWER,bad,1,"They asked for risk assessment and recommendation; you should respond with analysis, not request info."
ep-00001-m-0047,P2,bad,NONE,bad,1,Pure FYI progress update with no ask; no reply needed and not P1.
ep-00001-m-0048,P2,good,ACK,good,1,FYI schedule change; routine. ACK is fine.
ep-00001-m-0049,P2,bad,NONE,bad,1,Explicitly says no action needed; should be low priority and no reply required.
ep-00001-m-0050,P2,bad,NONE,bad,1,Pure FYI progress update with no ask. Doesn’t warrant P1 or an answer.
ep-00001-m-0051,P1,borderline,ANSWER,good,0,"Approval request is actionable, but due date isn’t same-day; P0 may be too urgent."
ep-00001-m-0052,P1,good,ANSWER,bad,0,"They asked for risk assessment; you can respond with risks/mitigations, not request info by default."
ep-00001-m-0053,P2,good,NONE,borderline,1,No action required; acknowledgment optional. NONE is reasonable unless you spotted an issue.
ep-00001-m-0054,P1,bad,ANSWER,bad,0,They’re asking you for status/next step; should reply with status. Not P2 and not request info.
ep-00001-m-0055,P2,bad,ACK,bad,1,Pure FYI progress note; not actionable. A brief acknowledgment (or none) fits better than an ANSWER.
ep-00001-m-0056,P1,good,ANSWER,bad,0,"They asked what’s blocked and what you need; you should answer with blockers/asks, not request info from them."
ep-00001-m-0057,P1,bad,ANSWER,bad,0,Status check is actionable and should be handled soon. You should provide status/next step rather than ask them for info.
ep-00001-m-0058,P2,bad,ACK,bad,1,Another FYI update with no request; P1/ANSWER is unnecessary. Acknowledge or no reply is appropriate.
ep-00001-m-0059,P1,borderline,REQUEST_INFO,bad,0,"Contract sign-off is important but not same-day urgent. You should request the contract/details to review, not generic ANSWER."
ep-00001-m-0060,P0,good,REQUEST_INFO,borderline,0,Approval requested; urgent. But cannot approve without seeing revised plan/details; should request the document or key changes.
ep-00001-m-0061,P1,good,REQUEST_INFO,borderline,0,"Actionable this week, not emergency. Need clarification on which numbers and where they might live before answering."
ep-00001-m-0062,P0,good,REQUEST_INFO,borderline,0,"Contract sign-off is urgent, but you need the final terms/document to review before committing; request the contract or summary."
ep-00001-m-0063,P2,bad,NONE,bad,1,Pure FYI progress note; no action requested. Routine update can wait and typically needs no reply.
ep-00001-m-0064,P2,bad,NONE,bad,1,FYI-only update with no ask; should be low priority and no response required unless you have questions.
ep-00001-m-0065,P1,good,REQUEST_INFO,borderline,0,Action requested is unspecified; need details on what to do before confirming. Priority P1 fits ‘this week’ request.
ep-00001-m-0066,P1,good,REQUEST_INFO,borderline,0,Asks to take ‘requested action’ but none described; should ask what action is needed. P1 reasonable for this-week handling.
ep-00001-m-0067,P2,good,ACK,good,1,FYI draft with no action required; P2 and simple acknowledgment are appropriate.
ep-00001-m-0068,P0,bad,REQUEST_INFO,borderline,0,Marked urgent but due date is far in past; not time-sensitive now. Also can’t approve without seeing revised plan details.
ep-00001-m-0069,P0,bad,REQUEST_INFO,borderline,0,Urgent label but deadline is long past; not a current emergency. Need contract terms/context before sign-off response.
ep-00001-m-0070,P1,good,ANSWER,borderline,0,Actionable planning request; P1 fits. But REQUEST_INFO only if lacking scope details; could still propose initial cuts.
ep-00001-m-0071,P2,bad,ACK,bad,1,"Pure FYI update; not important/actionable. Should be P2 and simple ACK or no reply, not ANSWER."
ep-00001-m-0072,P1,bad,REQUEST_INFO,borderline,0,Status check is actionable and likely needs prompt response; P2 too low. REQUEST_INFO ok if you lack project status context.
ep-00001-m-0073,P0,good,ANSWER,borderline,0,Approval needed by a specific date; urgent. But you can’t approve without reviewing plan; may need REQUEST_INFO/redirect.
ep-00001-m-0074,P1,good,ANSWER,borderline,0,Scope tradeoff request is important; P1 fits. REQUEST_INFO only if missing requirements; could answer with MVP recommendation.
ep-00001-m-0075,P2,bad,NONE,bad,1,Message is FYI with no action needed; not important/urgent. No reply required unless you want to acknowledge.
ep-00001-m-0076,P1,bad,REQUEST_INFO,bad,0,Due soon but not same-day emergency. You can’t confirm numbers without the metrics; need details or source data.
ep-00001-m-0077,P2,good,ACK,good,1,Routine schedule update for visibility; acknowledging is appropriate and non-urgent.
ep-00001-m-0078,P1,bad,REQUEST_INFO,bad,0,Important approval needed but not immediate incident. You can’t sign off without reviewing terms; request contract/redlines.
ep-00001-m-0079,P1,bad,REQUEST_INFO,bad,0,Approval requested but no plan attached. Not P0 unless same-day; need the revised plan and decision options.
ep-00001-m-0080,P2,bad,NONE,bad,1,Pure FYI progress note with no ask; not time-sensitive. No reply needed beyond optional acknowledgment.
ep-00001-m-0081,P1,good,ANSWER,borderline,0,"They asked for risk assessment and mitigations; you should respond with an initial assessment or ask targeted clarifications, not generic follow-up."
ep-00001-m-0082,P1,good,ANSWER,borderline,0,"They’re asking what’s blocked and what you need; you should answer with current blockers/asks, or request specifics if you truly lack context."
ep-00001-m-0083,P2,borderline,REQUEST_INFO,good,0,"Decision request but due far out; not urgent. Need options/context to recommend, so clarifying questions are appropriate."
ep-00001-m-0084,P0,good,REQUEST_INFO,borderline,0,Urgent same-day confirmation of numbers; P0 fits. But you can’t confirm without the numbers—should request the latest deck/metrics immediately.
ep-00001-m-0085,P1,good,ANSWER,borderline,0,"Priority fits ‘this week’ request. Reply should likely REQUEST_INFO/clarify what action is, not ANSWER with vague commitment."
ep-00001-m-0086,P2,good,ANSWER,bad,1,They asked who owns next action and timeline; you can answer (or state owner). REQUEST_INFO unnecessary; draft reply mismatched.
ep-00001-m-0087,P2,good,NONE,borderline,1,FYI draft with no action required; no reply needed unless you have feedback. ACK is acceptable but optional.
ep-00001-m-0088,P2,bad,NONE,bad,1,Explicitly says no action needed; should be routine FYI. P1/ANSWER overreacts; no reply required.
ep-00001-m-0089,P1,good,REQUEST_INFO,borderline,0,Time-bound request this week merits P1. Need the specific ‘requested numbers’ context/location; can’t directly ANSWER without details.
ep-00001-m-0090,P0,good,REQUEST_INFO,bad,0,"Urgent deadline, but you can’t confirm final board-deck numbers without the metrics/narrative; need details or source data."
ep-00001-m-0091,P1,good,REQUEST_INFO,borderline,0,Action requested is unspecified; need clarification on what to do or what deliverable is expected before answering.
ep-00001-m-0092,P2,good,ACK,good,1,FYI schedule change; acknowledgement is appropriate and non-urgent.
ep-00001-m-0093,P2,bad,NONE,bad,1,Pure FYI progress update; no action requested. P1/ANSWER overreacts; no reply needed unless you have questions.
ep-00001-m-0094,P1,good,REQUEST_INFO,borderline,0,Action requested is vague; should ask what specific task/blocker applies rather than claiming you’ll take action.
ep-00001-m-0095,P2,bad,NONE,bad,1,"Pure FYI progress update with later follow-up promised; no action requested, so no reply needed."
ep-00001-m-0096,P1,bad,ANSWER,bad,0,"They asked who owns next action and timeline; should respond soon with ownership/timing, not ask for more info."
ep-00001-m-0097,P2,bad,NONE,bad,1,"Explicitly says no action needed; routine heads-up, no reply required."
ep-00001-m-0098,P1,good,REQUEST_INFO,borderline,0,Action requested this week; priority P1 fits. Reply should confirm plan or ask what exact action is needed/blocked.
ep-00001-m-0099,P2,good,NONE,borderline,1,FYI schedule change; can wait. ACK is optional but not necessary unless you need to confirm receipt.
ep-00001-m-0100,P1,good,REQUEST_INFO,borderline,0,Action requested but unspecified; need details on what to do before answering beyond acknowledging.
ep-00001-m-0101,P1,bad,ANSWER,bad,1,They asked who owns next action and timeline; you can answer/assign rather than request info. Also due date implies urgency.
ep-00001-m-0102,P1,good,REQUEST_INFO,borderline,0,They need specific numbers/location; without data you must ask what dataset/metrics are needed or where to pull from.
ep-00001-m-0103,P1,good,REQUEST_INFO,good,0,"To recommend scope cuts, need context on current scope, constraints, and priorities; requesting info is appropriate."
ep-00001-m-0104,P1,good,REQUEST_INFO,good,0,Choosing an option requires knowing the options and criteria; requesting details is appropriate.
ep-00001-m-0105,P1,good,ANSWER,bad,1,"Sender asks what’s blocked and what they should do. You should answer with current blockers/asks, not request more info."
ep-00001-m-0106,P1,good,ANSWER,bad,1,"They’re asking for owner and timeline. You should provide that (or state you’ll confirm), not ask them for info."
ep-00001-m-0107,P1,good,ANSWER,bad,1,"Same: request is for ownership and timeline. Best handled by answering/committing to a timeline, not requesting info."
ep-00001-m-0108,P2,borderline,ACK,bad,1,This is an FYI progress note; routine. An acknowledgment is sufficient; no need for P1 or an ANSWER.
ep-00001-m-0109,P2,good,ACK,good,1,FYI schedule change merits routine priority; acknowledging receipt is appropriate.
ep-00001-m-0110,P2,good,ACK,good,1,FYI schedule shift; non-urgent. A brief acknowledgment is reasonable.
ep-00001-m-0111,P2,bad,NONE,borderline,1,"Pure FYI progress note with no ask; routine. Reply not necessary; if replying, ACK not ANSWER."
ep-00001-m-0112,P2,bad,NONE,borderline,1,Visibility-only FYI update; not time-sensitive. No response required; ACK acceptable but ANSWER is misclassified.
ep-00001-m-0113,P2,bad,NONE,borderline,1,Duplicate visibility FYI; routine. No reply needed; ACK would suffice if you choose to respond.
ep-00001-m-0114,P2,bad,NONE,borderline,1,"FYI progress update ending with thanks; still no action requested. P1 too high; reply optional, ACK if any."
ep-00001-m-0115,P2,bad,NONE,bad,1,Pure FYI progress update; no action requested. P1/ANSWER unnecessary.
ep-00001-m-0116,P2,bad,NONE,bad,1,Explicitly says no action needed. Should be low priority and no reply required.
ep-00001-m-0117,P2,bad,NONE,bad,1,Visibility-only FYI; no ask. Doesn’t warrant P1 or an answer.
ep-00001-m-0118,P1,good,REQUEST_INFO,borderline,0,Action requested but unspecified; need details of what to do before confirming completion.
ep-00001-m-0119,P1,good,REQUEST_INFO,borderline,0,Same: asks to take action this week but doesn’t specify task; should request clarification or context.
ep-00001-m-0120,P1,good,ACK,borderline,0,Action requested but unspecified; should acknowledge and ask what exact action/blocked items. P1 fits ‘this week’.
ep-00001-m-0121,P1,good,REQUEST_INFO,borderline,0,They need specific numbers/location; without details you must ask which metrics/timeframe. P1 appropriate for this-week follow-up.
ep-00001-m-0122,P1,good,REQUEST_INFO,borderline,0,Same as prior: need clarification on which numbers and where to pull them from; P1 is fine.
ep-00001-m-0123,P0,good,REQUEST_INFO,borderline,0,"Urgent today, so P0 fits. But cannot ‘confirm final numbers’ without the numbers/context; should request specifics or source."
ep-00001-m-0124,P0,good,REQUEST_INFO,borderline,0,"Same urgent deck confirmation; P0 correct. Need details/source to confirm, so request info rather than generic answer."
ep-00001-m-0125,P0,good,REQUEST_INFO,borderline,0,"Urgent same-day request fits P0, but you can’t confirm numbers without having them; should ask for the final figures/source."
ep-00001-m-0126,P0,good,REQUEST_INFO,borderline,0,Same-day deadline warrants P0. Need the actual metrics/narrative or link to validate; otherwise can’t truly confirm.
ep-00001-m-0127,P0,good,REQUEST_INFO,borderline,0,Urgent today is P0. Reply should request the numbers/deck version to confirm rather than a generic acknowledgment.
ep-00001-m-0128,P1,good,REQUEST_INFO,borderline,0,This-week action is important but not emergency (P1). Lacks details on what action; should ask what specifically to do/where.
ep-00001-m-0129,P2,borderline,ACK,borderline,0,"Sounds like visibility/soft follow-up without specifics; could be ACK. If action required, need clarification on the requested task."
ep-00001-m-0130,P1,good,ACK,borderline,1,Action requested this week; P1 fits. Reply should acknowledge/commit; not really an 'answer' without details.
ep-00001-m-0131,P1,good,ACK,borderline,1,"P1 reasonable for requested action this week. Response is mainly confirmation/commitment, closer to ACK than ANSWER."
ep-00001-m-0132,P1,good,ACK,borderline,1,"Same as above: important follow-up, not urgent. Needs acknowledgement/commitment; ANSWER label is slightly off."
ep-00001-m-0133,P1,good,ANSWER,bad,0,"They asked who owns next action and timeline; you should answer or route, not request info. Draft reply mismatches question."
ep-00001-m-0134,P2,good,ACK,good,1,FYI schedule change is non-urgent; P2 fits. ACK is appropriate to confirm receipt.
ep-00001-m-0135,P1,good,REQUEST_INFO,bad,0,"Needs confirming specific final numbers/metrics; cannot directly answer without data. Priority P1 fits ‘this week, tight’."
ep-00001-m-0136,P1,good,REQUEST_INFO,bad,0,Same as above: request is to confirm numbers; requires the actual figures/source. P1 appropriate.
ep-00001-m-0137,P1,good,REQUEST_INFO,bad,0,Still requires the final metrics/narrative to confirm; should ask for deck/version or numbers. P1 reasonable.
ep-00001-m-0138,P1,good,REQUEST_INFO,bad,0,‘Requested action’ is unspecified; must ask what action or refer to prior thread. P1 ok for this-week follow-up.
ep-00001-m-0139,P1,good,REQUEST_INFO,bad,0,Action is unclear without context; need details or link to prior request. P1 fits non-emergency but timely.
ep-00001-m-0140,P1,good,REQUEST_INFO,borderline,0,"Time-sensitive this week, so P1 fits. But you likely can’t sign/approve without confirming authority and reviewing final terms."
ep-00001-m-0141,P1,good,NONE,bad,1,"They’re looping for visibility; no direct action requested. An acknowledgment is optional, but ANSWER implying action is unnecessary."
ep-00001-m-0142,P1,good,REQUEST_INFO,borderline,0,"P1 is fine. Requesting info is reasonable since options/context aren’t provided, but you could also ask for the two options explicitly."
ep-00001-m-0143,P1,good,REQUEST_INFO,borderline,0,"Same: important this week. Need details on the options, constraints, and success criteria before recommending."
ep-00001-m-0144,P1,good,REQUEST_INFO,good,0,"P1 fits. Message lacks the actual options and decision criteria, so requesting clarifying info is appropriate."
ep-00001-m-0145,P1,good,ANSWER,bad,1,They asked for your recommendation this week; no clarification needed. Provide a recommendation with tradeoffs.
ep-00001-m-0146,P0,good,ANSWER,good,0,"Urgent approval needed today. Reply required, but you may need plan details to actually approve."
ep-00001-m-0147,P0,good,REQUEST_INFO,borderline,0,"Go/no-go decision is urgent, but without fallback details you may need clarification before deciding."
ep-00001-m-0148,P1,good,ANSWER,good,0,Sign-off requested this week; reply needed. Actual approval may require reviewing contract terms.
ep-00001-m-0149,P2,good,NONE,borderline,1,FYI draft with no action required; acknowledgment optional and not necessary unless you have feedback.
ep-00001-m-0150,P1,good,ANSWER,borderline,0,"Time-sensitive this week, so P1 fits. But approval requires reviewing plan; may need details or link before answering."
ep-00001-m-0151,P1,good,REQUEST_INFO,bad,0,P1 fits. Cannot confirm final numbers without the numbers/deck; should request the figures or document link.
ep-00001-m-0152,P1,good,REQUEST_INFO,bad,0,Same as prior: need the actual metrics/deck to confirm. A generic acknowledgment isn’t a real confirmation.
ep-00001-m-0153,P0,good,ANSWER,borderline,0,Handle today/urgent justifies P0. But approval still needs plan content; may need to request the revised plan before approving.
ep-00001-m-0154,P1,good,REQUEST_INFO,bad,0,"P1 fits for this-week request. To send numbers, need to know which numbers/where; should ask for specifics or source."
ep-00001-m-0155,P1,good,REQUEST_INFO,borderline,0,Action requested this week; important. But you likely need clarification on which numbers/location before answering substantively.
ep-00001-m-0156,P2,good,ACK,good,1,FYI draft with no action required; simple acknowledgment is appropriate.
ep-00001-m-0157,P1,good,REQUEST_INFO,borderline,0,Still a request to send specific numbers; without details you can’t complete. Need clarification or link request.
ep-00001-m-0158,P1,good,REQUEST_INFO,borderline,0,Time-bounded request this week; P1 fits. But missing which numbers; should ask for specifics or where to pull data.
ep-00001-m-0159,P2,borderline,ACK,borderline,1,Says looping for visibility; may not require action. P1/ANSWER seems too strong unless you’re the data owner.
ep-00001-m-0160,P1,good,REQUEST_INFO,borderline,0,Action requested but unspecified; need details on what to do or what was previously requested before confirming.
ep-00001-m-0161,P1,good,REQUEST_INFO,borderline,0,Same follow-up lacks the actual requested action; should ask what specific task is needed or reference prior thread.
ep-00001-m-0162,P2,bad,NONE,bad,1,Explicitly says FYI and no action needed; no reply required and not P1.
ep-00001-m-0163,P1,good,REQUEST_INFO,borderline,0,"Contract sign-off is important, but without contract/terms attached you may need the document or next step to proceed."
ep-00001-m-0164,P1,good,REQUEST_INFO,borderline,0,Tight deadline sign-off request; need the final contract/terms or instructions to complete sign-off before confirming.
ep-00001-m-0165,P1,good,ANSWER,bad,1,"Sender asks for current status/next step; you should answer with known status or commit to next step, not request info."
ep-00001-m-0166,P1,good,ANSWER,bad,1,"They ask who owns next action and timeline; should answer/assign or state you’ll confirm, rather than asking for more info."
ep-00001-m-0167,P1,good,ANSWER,bad,1,Ownership/timeline question is directly answerable or you can take action to determine; REQUEST_INFO is unnecessary.
ep-00001-m-0168,P1,good,ANSWER,bad,1,Same as prior: respond with owner and expected timeline or commit to confirm; no clarification requested from sender.
ep-00001-m-0169,P1,good,ANSWER,bad,1,Follow-up requesting owner and timeline warrants an answer/assignment; requesting info doesn’t fit since question is for you.
ep-00001-m-0170,P1,good,ANSWER,bad,1,"Sender asks who owns next action and timeline; you should answer/clarify ownership, not request info."
ep-00001-m-0171,P1,good,ANSWER,bad,1,This is a direct ownership/timeline question; respond with owner and ETA rather than asking for more info.
ep-00001-m-0172,P1,good,ANSWER,bad,1,Follow-up needs a concrete owner/timeline response; REQUEST_INFO is unnecessary given the question.
ep-00001-m-0173,P1,good,ANSWER,bad,1,They’re seeking clarification; best action is to answer with next owner and expected timeline.
ep-00001-m-0174,P1,good,ANSWER,bad,1,Ownership/timeline follow-up warrants an answer; requesting info doesn’t fit unless you truly lack context.
ep-00001-m-0175,P2,bad,NONE,bad,1,Pure FYI with explicit no action needed. Not urgent; reply not required.
ep-00001-m-0176,P2,bad,NONE,bad,1,Minor FYI/no action. P1 and ANSWER imply work; no response needed.
ep-00001-m-0177,P2,bad,NONE,bad,1,Visibility-only update. Should be routine P2; no reply necessary.
ep-00001-m-0178,P2,bad,NONE,bad,1,Sharing for visibility; not actionable. P1/ANSWER overstates urgency and need to respond.
ep-00001-m-0179,P2,good,ACK,good,1,Timeline shift FYI; acknowledging is reasonable and non-urgent.
